num_self,num_staff,j,cost,Wq_Exp,Wq_Reg,Wq_All
0,7,1,700,96.04275252461774,96.14360442505092,96.0630033048243
0,7,2,700,112.84733049008095,119.1736851216112,114.22762604605118
4,6,1,640,2.790526982844339,13.069544784014637,4.889133811059824
4,6,2,640,1.7110858132464475,7.224887955479552,2.8255202395633128
5,6,1,650,0.43473709136621536,3.95988167262312,1.1543420771426651
5,6,2,650,0.4228744027058833,5.340313056767527,1.418199498382553
6,6,1,660,0.16374279809121103,3.490530000015546,0.8055454205786027
6,6,2,660,0.14100419026925332,3.016730245489341,0.7072243345558366
7,6,1,670,0.060273041416349094,3.473487516931828,0.6959214196659488
7,6,2,670,0.06889728430575039,5.249305582999018,1.11320181435979
8,6,1,680,0.034687597712177325,4.295265217970985,0.8852535077577829
8,6,2,680,0.03354100787494325,7.9416921402250304,1.6546708445793836
9,6,1,690,0.0038853213890289494,1.7541271101473586,0.3395770516816398
9,6,2,690,0.012854627641251061,8.627309152775466,1.7629014313462752
10,6,1,700,0.005020613958611498,3.9907256396786948,0.8015205728580411
10,6,2,700,9.49963028713941e-4,3.1564483616596295,0.6363705024227766
