num_self,num_staff,j,cost,Wq_Exp,Wq_Reg,Wq_All
10,6,15,700,0.004584183882361634,3.943876928778978,0.7608049262915064
10,6,16,700,0.004920477258928637,2.1931247636144255,0.43828442946295904
10,6,17,700,0.011007371178679563,4.601702130483089,0.9019975427602854
10,6,18,700,0.00654534925255698,2.7717022140688603,0.5488307199767478
10,6,19,700,0.0032658623120417046,2.303011014952205,0.45262574750914564
10,6,20,700,0.0019322963070413977,3.6600398566796892,0.7163547493273776
10,6,21,700,0.001094778766355436,5.005856395303197,1.0391717195880465
10,6,22,700,0.002138364941279486,2.4408670369423024,0.45672700015565737
10,6,23,700,0.004536414136919954,3.1971919739642556,0.6284754045523487
10,6,24,700,0.003122480821020575,3.0331812106998193,0.5960662588767065
10,6,25,700,0.006067567964254856,3.4000144611036984,0.6513072664753837
10,6,26,700,0.003474526829308025,3.757174660097273,0.7572663422091351
10,6,27,700,0.002961829113199995,2.8516027521646627,0.5525116708178253
10,6,28,700,0.003656341097174353,1.9070137644101355,0.37165404588532003
10,6,29,700,0.002601921225658872,2.681925360263818,0.5126677073133646
10,6,30,700,0.00409854965228627,3.2433744727021443,0.6481342993458746
